event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide,sample_type
10071,2017-07-11,30.413,78.084,Uttarakhand,23.65,36.06,82.51,165.68,307.95,0.82,1.1234,1126.61,30.21,342.71,0.000433,1,positive
APDA-NEG-00473,2011-07-08,30.5,76.875,Himachal Pradesh,3.26,25.03,39.5,155.67,216.77,0.54,0.2667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01645,2013-07-18,30.5,77.5,Uttarakhand,7.16,74.13,136.21,274.87,443.26,0.91,2.7333,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00177,2010-06-09,25.0,90.625,Assam,7.26,31.27,171.28,298.25,514.45,0.87,2.4667,9.45,0.41,97.51,-0.000647,0,negative
10978,2017-04-04,25.132,93.047,Assam,22.98,113.69,312.64,321.59,372.3,0.91,3.4222,721.98,8.56,247.15,0.007133,1,positive
3674,2011-06-29,30.067,79.019,Uttarakhand,19.47,27.06,113.47,160.99,259.69,0.79,1.4707,2176.62,32.61,344.58,0.014774,1,positive
10856,2017-03-22,31.773,77.305,Himachal Pradesh,0.0,0.0,8.17,40.2,65.42,0.65,0.178,1299.54,24.39,357.84,0.001102,1,positive
2405,2010-09-10,28.304,95.411,Arunachal Pradesh,47.91,135.67,230.46,316.54,569.0,0.97,2.0178,1838.67,42.16,110.41,-0.022087,1,positive
APDA-NEG-00012,2017-07-09,29.0,95.625,Arunachal Pradesh,21.26,64.31,119.08,269.61,400.97,0.97,3.1333,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-01064,2010-09-16,24.0,92.5,Mizoram,7.76,34.33,58.77,126.66,250.29,0.88,2.5333,707.92,8.18,84.72,-0.000283,0,negative
2257,2010-08-16,30.728,79.497,Uttarakhand,3.6,12.12,49.38,126.37,415.3,0.84,0.6019,3051.83,19.87,303.88,0.000211,1,positive
9802,2017-05-20,30.565,79.562,Uttarakhand,5.5,18.97,28.08,30.85,43.94,0.6,1.504,1400.76,15.15,0.86,0.013142,1,positive
10968,2017-07-09,24.272,93.28,Manipur,9.71,42.19,100.11,231.22,524.05,0.95,1.9399,1094.6,24.06,124.58,-0.002196,1,positive
1149,2009-09-10,31.549,76.9,Himachal Pradesh,29.98,68.74,76.02,183.2,265.05,0.82,0.4289,863.96,0.52,237.86,-0.002811,1,positive
10004,2017-07-10,26.145,91.794,Assam,26.77,73.83,159.66,273.75,636.17,0.96,1.8099,88.0,4.26,137.13,-0.000553,1,positive
APDA-NEG-00914,2017-06-26,24.5,93.125,Manipur,24.23,80.4,132.7,297.98,582.28,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
7313,2015-08-01,24.108,94.04,Manipur,5.31,82.66,101.37,202.03,310.51,0.86,1.9581,1238.52,15.24,45.84,-0.001013,1,positive
6290,2014-09-23,25.577,91.867,Meghalaya,73.98,252.28,349.11,400.87,530.74,0.99,1.5259,1477.12,7.67,148.58,-0.000439,1,positive
APDA-NEG-00821,2011-05-31,24.5,93.125,Manipur,12.99,50.37,60.31,209.59,296.38,0.81,2.0667,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00212,2012-06-02,25.5,92.5,Assam,30.52,77.74,114.13,172.56,243.21,0.87,2.4667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00380,2013-07-14,30.5,76.875,Himachal Pradesh,6.59,12.05,115.81,160.07,388.62,0.72,1.4667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01159,2011-06-20,27.0,95.0,Nagaland,3.32,17.87,31.59,100.07,312.55,0.77,1.8,117.36,3.0,28.88,0.00233,0,negative
APDA-NEG-00180,2010-10-09,25.5,92.5,Assam,23.78,120.24,126.41,161.07,324.93,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01733,2015-04-28,30.5,80.0,Uttarakhand,1.94,2.92,3.36,13.96,71.18,0.7,1.3333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00510,2010-10-03,32.5,76.875,Himachal Pradesh,0.0,0.53,0.53,68.88,159.19,0.88,2.5333,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01609,2013-06-16,30.5,77.5,Uttarakhand,153.7,286.17,391.94,401.2,409.24,0.94,2.9333,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-00927,2017-06-27,24.5,93.125,Manipur,12.03,58.27,140.38,282.6,592.47,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00143,2017-07-11,29.0,96.25,Arunachal Pradesh,0.7,30.81,84.03,182.36,298.79,0.92,2.8,4424.4,28.85,66.8,0.001741,0,negative
APDA-NEG-00919,2017-06-05,24.0,94.375,Manipur,0.02,24.52,77.34,101.15,141.69,0.61,0.7333,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-01235,2016-06-12,26.0,93.75,Nagaland,6.0,14.22,49.6,78.69,270.82,0.74,1.6,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-01759,2015-07-24,29.5,80.625,Uttarakhand,14.07,42.9,50.08,104.28,322.35,0.78,1.8667,2217.17,32.44,5.59,0.001258,0,negative
APDA-NEG-01179,2013-07-01,25.5,94.375,Nagaland,4.91,25.0,76.97,126.88,161.67,0.79,1.9333,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-01219,2014-09-08,27.0,94.375,Nagaland,5.3,28.83,33.99,72.86,365.15,0.9,2.6667,86.0,0.0,0.0,0.0,0,negative
10859,2017-01-26,30.875,77.0,Himachal Pradesh,39.31,44.47,44.8,52.35,113.88,0.62,2.8637,1163.21,22.63,314.26,0.013493,1,positive
7375,2015-08-01,25.194,94.448,Manipur,4.9,104.34,121.77,229.36,353.87,0.89,1.428,1726.25,14.89,228.1,0.003157,1,positive
APDA-NEG-01062,2010-09-13,23.5,93.125,Mizoram,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0,negative
APDA-NEG-00798,2013-09-24,24.0,94.375,Manipur,0.69,1.4,3.55,80.09,193.1,0.71,1.4,308.07,14.0,233.72,-0.007124,0,negative
5184,2013-07-24,30.906,78.091,Uttarakhand,13.91,21.36,81.91,152.74,292.75,0.94,1.6429,1538.77,19.13,62.7,0.003055,1,positive
APDA-NEG-01279,2017-08-28,27.0,94.375,Nagaland,13.5,19.64,30.94,74.83,339.73,0.92,2.8,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00966,2018-04-28,25.5,90.625,Meghalaya,13.83,26.77,40.91,129.91,279.45,0.8,2.0,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00483,2011-08-07,31.5,78.75,Himachal Pradesh,0.36,15.7,26.23,100.17,210.35,0.84,2.2667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00270,2017-07-03,25.5,90.625,Assam,49.45,116.97,159.76,323.04,743.87,0.98,3.2,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00568,2011-08-07,30.5,76.875,Himachal Pradesh,1.41,27.32,41.3,106.45,277.26,0.7,1.3333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01129,2010-07-06,25.5,94.375,Nagaland,4.5,20.02,66.91,126.11,302.38,0.86,2.4,1690.52,34.92,313.33,-0.003122,0,negative
1771,2010-04-20,26.198,91.767,Assam,33.21,123.36,189.67,214.75,297.34,0.85,2.0092,71.95,12.8,132.91,0.001924,1,positive
APDA-NEG-00472,2015-08-18,33.0,77.5,Himachal Pradesh,4.17,7.52,15.58,48.26,128.79,0.69,1.2667,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-01798,2011-07-09,29.0,79.375,Uttarakhand,7.42,17.47,28.9,319.1,367.76,0.68,1.2,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00550,2011-08-07,31.5,78.75,Himachal Pradesh,0.36,15.7,26.23,100.17,210.35,0.84,2.2667,4989.8,15.71,68.13,-0.003931,0,negative
3746,2011-07-08,30.651,79.519,Uttarakhand,1.5,29.85,55.09,173.07,253.51,0.8,1.1771,2241.42,12.44,98.79,0.001929,1,positive
APDA-NEG-00938,2011-07-07,24.0,94.375,Manipur,2.91,10.78,29.42,115.02,209.14,0.66,1.0667,308.07,14.0,233.72,-0.007124,0,negative
9829,2017-06-19,27.07,93.615,Arunachal Pradesh,11.97,65.43,129.02,172.09,425.62,0.85,1.0433,201.97,4.62,304.79,0.004102,1,positive
APDA-NEG-01634,2007-07-30,30.5,80.0,Uttarakhand,18.72,36.89,69.66,104.65,195.55,0.77,1.8,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00356,2017-03-22,32.5,76.875,Himachal Pradesh,0.0,0.0,10.22,61.72,103.34,0.78,1.8667,5101.1,32.0,358.76,0.004829,0,negative
APDA-NEG-01481,2010-08-20,29.5,78.75,Uttarakhand,21.37,101.66,143.74,226.28,497.26,0.9,2.6667,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-01041,2010-08-06,24.0,93.125,Mizoram,0.52,11.39,43.12,109.66,219.45,0.85,2.3333,1156.07,10.45,264.05,-0.013664,0,negative
APDA-NEG-00314,2017-04-04,25.0,90.625,Assam,15.92,83.76,212.66,326.58,418.81,0.83,2.2,9.45,0.41,97.51,-0.000647,0,negative
6106,2014-06-27,26.141,91.765,Assam,6.85,21.91,150.58,297.77,349.14,0.8,-0.2866,60.18,3.25,18.9,0.00049,1,positive
APDA-NEG-01690,2010-09-20,29.5,78.75,Uttarakhand,9.81,116.04,190.53,305.18,605.8,0.96,3.0667,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00056,2016-08-16,29.0,96.25,Arunachal Pradesh,3.41,5.52,9.01,20.41,191.77,0.85,2.3333,4424.4,28.85,66.8,0.001741,0,negative
7336,2015-08-19,25.219,90.555,Meghalaya,26.68,58.96,87.68,142.24,354.46,0.92,0.5543,280.81,8.85,55.04,-0.008342,1,positive
APDA-NEG-01168,2010-10-08,27.0,94.375,Nagaland,21.66,28.23,29.47,128.15,346.54,0.93,2.8667,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00078,2014-08-17,29.0,95.625,Arunachal Pradesh,5.45,19.86,100.6,140.32,199.52,0.87,2.4667,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-00267,2015-09-01,25.5,90.625,Assam,16.1,113.66,173.71,321.69,424.21,0.98,3.2,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00463,2011-06-14,33.0,77.5,Himachal Pradesh,1.57,1.58,16.71,32.0,42.68,0.48,-0.1333,5155.49,22.24,314.26,0.012153,0,negative
5006,2013-07-01,26.115,94.386,Nagaland,9.11,27.57,97.88,146.0,195.91,0.84,0.5313,353.9,24.42,92.13,-0.00679,1,positive
3578,2011-06-07,30.241,78.908,Uttarakhand,2.17,16.47,42.51,103.91,116.64,0.56,1.0866,800.14,37.32,179.01,-0.000533,1,positive
4313,2012-04-08,28.466,95.86,Arunachal Pradesh,3.12,12.66,15.87,48.45,63.06,0.68,-0.6033,1044.75,36.99,146.35,-0.005245,1,positive
APDA-NEG-00111,2017-06-20,28.5,95.625,Arunachal Pradesh,3.16,85.18,145.55,183.84,483.41,0.93,2.8667,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-00516,2016-07-02,30.5,76.875,Himachal Pradesh,25.89,44.32,66.56,99.89,154.1,0.54,0.2667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01365,2012-09-19,27.5,88.125,Sikkim,3.14,19.16,96.55,119.96,226.64,0.9,2.6667,4104.06,56.52,298.77,0.014678,0,negative
5382,2013-08-21,31.538,77.374,Himachal Pradesh,15.31,31.84,93.45,187.01,375.42,0.96,1.6964,3080.16,37.19,168.47,-0.002164,1,positive
APDA-NEG-01530,2012-08-17,30.5,80.0,Uttarakhand,8.34,17.57,40.57,97.29,164.81,0.74,1.6,5403.64,16.29,342.16,0.008133,0,negative
6945,2015-06-19,25.16,93.686,Manipur,1.74,5.62,28.44,108.65,182.72,0.68,-0.3333,1014.79,40.83,19.25,0.009344,1,positive
APDA-NEG-00397,2010-07-25,32.5,78.125,Himachal Pradesh,0.31,2.26,26.04,38.7,69.21,0.41,-0.6,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-00769,2008-06-09,24.0,93.125,Manipur,3.07,10.78,25.6,62.72,125.3,0.55,0.3333,1156.07,10.45,264.05,-0.013664,0,negative
2392,2010-09-04,27.37,88.733,Sikkim,2.0,17.97,46.09,144.4,283.13,0.9,0.9432,3522.76,5.07,222.52,-0.009445,1,positive
6105,2014-06-27,28.921,95.343,Arunachal Pradesh,14.77,18.84,30.77,79.53,112.18,0.75,-0.2855,4085.62,8.5,309.75,-0.015365,1,positive
APDA-NEG-00410,2008-09-19,32.5,78.125,Himachal Pradesh,11.12,17.29,18.1,28.03,57.84,0.59,0.6,5364.12,23.0,184.14,0.001507,0,negative
2041,2010-07-06,30.249,78.885,Uttarakhand,22.77,87.13,125.41,183.41,206.19,0.75,0.7297,890.77,33.1,146.38,0.005732,1,positive
APDA-NEG-00020,2016-06-13,28.5,95.625,Arunachal Pradesh,24.68,43.1,73.51,102.34,291.16,0.88,2.5333,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01202,2017-07-12,26.0,95.0,Nagaland,0.46,55.08,187.24,350.33,534.06,0.97,3.1333,1150.77,10.47,188.47,-0.011555,0,negative
2463,2010-09-19,31.119,77.509,Himachal Pradesh,61.51,118.73,171.84,316.03,594.7,1.0,2.1616,1547.67,35.7,347.34,0.000344,1,positive
APDA-NEG-00058,2017-07-05,28.0,93.75,Arunachal Pradesh,17.03,69.48,232.28,343.76,526.84,0.95,3.0,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-00233,2014-06-28,27.0,94.375,Assam,23.86,69.35,105.74,223.96,324.21,0.85,2.3333,86.0,0.0,0.0,0.0,0,negative
10860,2017-01-06,31.056,77.137,Himachal Pradesh,23.5,23.72,25.0,30.52,30.59,0.4,0.113,2103.09,31.77,301.67,-0.005945,1,positive
1986,2010-06-15,26.334,94.551,Nagaland,40.07,75.47,135.07,260.58,370.59,0.91,2.0553,1371.68,18.54,206.7,-0.006993,1,positive
APDA-NEG-00452,2016-08-09,30.5,76.875,Himachal Pradesh,17.7,40.1,72.7,163.69,323.53,0.73,1.5333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-00155,2008-05-20,26.5,94.375,Assam,7.05,37.18,55.17,82.23,175.12,0.72,1.4667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01859,2018-09-03,31.0,79.375,Uttarakhand,2.76,6.44,14.82,55.21,119.99,0.72,1.4667,5085.99,17.29,81.7,0.00088,0,negative
9927,2017-07-02,32.238,78.062,Himachal Pradesh,2.66,10.93,55.15,81.53,122.76,0.8,2.0793,3712.58,23.15,305.67,0.002835,1,positive
APDA-NEG-00722,2010-10-04,32.5,76.875,Himachal Pradesh,0.0,0.0,0.53,55.21,157.41,0.87,2.4667,5101.1,32.0,358.76,0.004829,0,negative
10973,2016-12-15,26.182,91.772,Assam,0.0,0.0,0.0,0.0,0.28,0.79,0.3566,54.82,1.73,257.59,0.001207,1,positive
APDA-NEG-01246,2013-07-15,27.0,95.0,Nagaland,6.82,23.06,55.85,172.83,362.91,0.88,2.5333,117.36,3.0,28.88,0.00233,0,negative
APDA-NEG-01316,2018-09-14,27.5,88.125,Sikkim,8.38,21.73,69.71,149.31,313.1,0.94,2.9333,4104.06,56.52,298.77,0.014678,0,negative
APDA-NEG-00176,2016-07-14,26.5,94.375,Assam,20.24,42.54,81.59,199.43,385.78,0.89,2.6,307.93,20.68,270.76,-0.012984,0,negative
5347,2013-08-17,30.729,78.44,Uttarakhand,28.74,59.6,124.47,317.08,539.89,0.98,1.5648,1122.26,5.34,236.02,0.001009,1,positive
APDA-NEG-00035,2012-04-08,29.0,96.25,Arunachal Pradesh,1.58,6.34,8.43,24.37,35.46,0.59,0.6,4424.4,28.85,66.8,0.001741,0,negative
APDA-NEG-00141,2017-07-11,28.0,95.0,Arunachal Pradesh,8.93,139.7,241.78,502.71,800.79,0.97,3.1333,784.15,2.6,262.83,-0.001803,0,negative
APDA-NEG-01366,2012-09-19,27.5,88.75,Sikkim,5.16,19.03,89.34,112.09,220.17,0.87,2.4667,3955.2,32.18,303.05,-0.003542,0,negative
9750,2017-06-04,25.152,92.947,Assam,15.23,94.58,222.87,267.44,373.42,0.92,2.0262,986.85,7.77,218.11,-0.004113,1,positive
2113,2010-07-21,27.377,88.559,Sikkim,7.3,45.36,99.3,177.1,294.82,0.86,0.9741,1470.62,26.99,254.71,-0.009928,1,positive
APDA-NEG-01078,2010-09-13,23.5,92.5,Mizoram,9.93,17.18,36.45,70.49,218.07,0.86,2.4,697.5,31.7,35.92,-0.007925,0,negative
APDA-NEG-00071,2015-07-15,28.5,95.625,Arunachal Pradesh,22.66,43.21,64.94,150.67,327.78,0.91,2.7333,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01248,2018-07-31,25.5,94.375,Nagaland,14.4,86.98,184.23,248.18,396.1,0.97,3.1333,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-01416,2010-06-03,23.5,91.875,Tripura,39.68,85.81,214.46,427.11,476.97,0.88,2.5333,98.63,5.69,26.51,-0.003608,0,negative
796,2008-09-19,30.56,77.3,Himachal Pradesh,66.0,94.15,100.54,150.92,238.27,0.92,1.3727,899.57,8.8,159.36,-0.006194,1,positive
APDA-NEG-01544,2013-06-25,31.0,79.375,Uttarakhand,9.74,40.91,51.61,249.74,272.43,0.87,2.4667,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00593,2015-07-13,31.5,78.75,Himachal Pradesh,10.87,42.83,79.01,117.7,149.19,0.77,1.8,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-01701,2013-08-18,31.0,79.375,Uttarakhand,1.71,14.28,39.88,98.71,186.22,0.86,2.4,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00272,2014-06-27,26.5,94.375,Assam,17.0,33.71,80.74,188.51,292.71,0.84,2.2667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01113,2007-10-16,26.5,94.375,Nagaland,13.85,29.81,39.38,61.17,87.62,0.89,2.6,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01721,2014-07-24,29.0,79.375,Uttarakhand,3.88,15.39,144.47,200.83,275.95,0.6,0.6667,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00812,2015-06-19,24.0,94.375,Manipur,1.9,3.26,13.21,51.12,78.1,0.49,-0.0667,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-01207,2013-08-12,26.5,94.375,Nagaland,20.86,32.75,94.53,183.0,352.13,0.93,2.8667,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-01814,2013-07-31,29.0,79.375,Uttarakhand,10.56,35.23,93.76,297.07,533.97,0.89,2.6,215.32,0.43,292.55,0.001399,0,negative
7227,2015-07-19,30.071,80.236,Uttarakhand,0.97,5.4,17.91,128.57,276.19,0.78,0.5461,2118.94,10.99,166.63,0.002257,1,positive
APDA-NEG-01582,2007-07-30,29.5,78.75,Uttarakhand,39.18,70.63,136.82,193.22,388.88,0.79,1.9333,285.78,7.49,11.54,0.004111,0,negative
APDA-NEG-00007,2010-04-03,28.5,95.625,Arunachal Pradesh,18.09,48.25,80.29,129.05,149.72,0.79,1.9333,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01584,2013-09-30,31.0,79.375,Uttarakhand,2.87,6.28,13.37,20.95,53.98,0.79,1.9333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00621,2015-08-13,33.0,77.5,Himachal Pradesh,1.86,7.37,28.39,91.48,135.42,0.69,1.2667,5155.49,22.24,314.26,0.012153,0,negative
10861,2017-09-02,31.103,77.204,Himachal Pradesh,12.09,77.53,95.7,186.51,284.32,0.95,0.7959,2230.87,49.64,141.59,0.012095,1,positive
APDA-NEG-01408,2013-05-08,24.0,91.875,Tripura,50.09,144.31,244.95,301.19,343.93,0.86,2.4,109.66,7.56,76.82,-0.012958,0,negative
APDA-NEG-01839,2018-04-27,29.0,79.375,Uttarakhand,0.14,0.14,0.43,2.2,29.81,0.17,-2.2,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-00846,2015-08-01,24.0,94.375,Manipur,2.09,71.58,85.55,159.45,237.74,0.74,1.6,308.07,14.0,233.72,-0.007124,0,negative
594,2008-06-19,24.934,93.828,Manipur,6.03,24.82,47.27,89.31,140.97,0.69,-0.2529,1011.5,18.37,101.31,-0.001078,1,positive
APDA-NEG-01049,2010-09-13,23.5,93.125,Mizoram,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0,negative
APDA-NEG-01409,2014-08-15,24.0,91.875,Tripura,24.29,149.66,171.16,216.3,318.18,0.89,2.6,109.66,7.56,76.82,-0.012958,0,negative
APDA-NEG-01804,2013-07-26,29.0,79.375,Uttarakhand,12.77,62.33,159.78,299.61,510.05,0.9,2.6667,215.32,0.43,292.55,0.001399,0,negative
3894,2011-08-07,31.077,77.392,Himachal Pradesh,0.65,31.23,56.82,171.45,380.55,0.93,0.724,1303.75,2.1,34.4,-0.000252,1,positive
APDA-NEG-00933,2017-07-04,25.0,93.125,Manipur,23.14,39.16,99.39,239.63,453.41,0.96,3.0667,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-00005,2009-08-12,29.0,95.625,Arunachal Pradesh,21.36,58.75,75.64,149.43,209.1,0.83,2.2,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-00758,2008-06-19,24.0,93.75,Manipur,5.78,24.38,44.42,72.62,108.09,0.59,0.6,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-01475,2010-08-20,29.5,78.75,Uttarakhand,21.37,101.66,143.74,226.28,497.26,0.9,2.6667,285.78,7.49,11.54,0.004111,0,negative
7726,2015-08-22,31.037,77.121,Himachal Pradesh,23.44,70.77,112.07,163.73,260.61,0.83,1.0091,1792.54,18.59,294.56,0.003751,1,positive
APDA-NEG-00528,2013-07-07,30.5,76.875,Himachal Pradesh,21.22,30.16,44.26,103.86,368.09,0.65,1.0,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01797,2016-08-06,31.0,79.375,Uttarakhand,2.24,15.85,25.34,89.23,165.34,0.73,1.5333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01127,2010-07-06,26.0,95.0,Nagaland,9.26,32.72,75.34,140.15,355.44,0.94,2.9333,1150.77,10.47,188.47,-0.011555,0,negative
APDA-NEG-00401,2010-08-04,30.5,76.875,Himachal Pradesh,3.3,5.3,94.3,176.15,314.11,0.75,1.6667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-00037,2012-06-02,29.0,95.625,Arunachal Pradesh,5.18,15.37,18.46,35.77,102.28,0.7,1.3333,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-00523,2013-06-15,32.0,78.125,Himachal Pradesh,18.18,48.63,64.09,65.82,68.78,0.56,0.4,5347.43,45.52,279.8,-0.005436,0,negative
1168,2009-09-17,27.195,88.612,Sikkim,4.39,10.49,13.42,72.82,225.29,0.85,0.1034,470.84,6.54,331.71,-0.001243,1,positive
APDA-NEG-00004,2012-06-25,28.0,95.0,Arunachal Pradesh,50.18,129.02,190.51,335.98,517.83,0.94,2.9333,784.15,2.6,262.83,-0.001803,0,negative
14489,2018-09-28,31.111,77.606,Himachal Pradesh,0.37,0.37,125.05,128.53,240.27,0.93,1.3011,2465.46,50.36,276.99,-0.011243,1,positive
2098,2010-07-19,26.722,95.028,Nagaland,13.18,50.87,108.57,186.45,342.81,0.94,1.2703,698.21,19.62,227.84,0.002966,1,positive
APDA-NEG-00093,2016-08-05,27.0,94.375,Arunachal Pradesh,9.49,15.73,26.49,195.22,402.17,0.9,2.6667,86.0,0.0,0.0,0.0,0,negative
5139,2013-07-19,30.072,80.237,Uttarakhand,15.67,54.33,89.61,218.07,398.65,0.91,1.6121,2093.43,16.79,114.53,0.000224,1,positive
APDA-NEG-00051,2013-04-07,28.0,95.0,Arunachal Pradesh,0.02,4.69,35.96,75.92,149.77,0.65,1.0,784.15,2.6,262.83,-0.001803,0,negative
APDA-NEG-01331,2010-07-21,27.5,88.75,Sikkim,7.3,45.36,99.3,177.1,294.82,0.86,2.4,3955.2,32.18,303.05,-0.003542,0,negative
APDA-NEG-00906,2015-08-01,24.0,93.75,Manipur,5.31,82.66,101.37,202.03,310.51,0.86,2.4,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-00714,2017-03-22,30.5,76.875,Himachal Pradesh,0.0,0.0,1.58,27.08,32.78,0.34,-1.0667,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01477,2010-08-20,31.0,79.375,Uttarakhand,3.99,32.86,41.04,91.31,235.6,0.79,1.9333,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-01162,2016-07-29,26.0,93.75,Nagaland,14.08,43.15,77.28,138.33,301.23,0.86,2.4,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-01732,2013-07-19,30.5,77.5,Uttarakhand,19.65,55.45,152.99,293.77,462.82,0.92,2.8,425.48,0.38,300.89,0.001817,0,negative
4978,2013-06-24,30.454,78.391,Uttarakhand,43.31,82.44,84.38,562.92,582.3,0.88,2.2067,1120.37,17.43,69.99,-0.000622,1,positive
APDA-NEG-00499,2012-07-05,30.5,76.875,Himachal Pradesh,0.21,11.16,24.09,47.29,54.57,0.31,-1.2667,298.08,0.59,195.1,0.000987,0,negative
3749,2011-07-09,30.741,79.493,Uttarakhand,6.04,11.87,60.94,162.45,243.41,0.81,1.2091,3088.97,13.93,293.99,0.001275,1,positive
APDA-NEG-00818,2015-08-01,24.5,93.125,Manipur,13.23,101.21,122.2,287.02,505.03,0.95,3.0,489.42,31.49,307.92,0.01086,0,negative
APDA-NEG-00389,2010-07-25,30.5,76.875,Himachal Pradesh,3.44,7.69,96.35,150.13,345.74,0.71,1.4,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-00971,2010-06-28,25.0,90.625,Meghalaya,32.65,105.46,127.98,231.7,527.9,0.92,2.8,9.45,0.41,97.51,-0.000647,0,negative
APDA-NEG-01746,2008-07-18,31.0,79.375,Uttarakhand,16.74,41.49,57.88,80.44,137.25,0.77,1.8,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00121,2017-07-01,29.0,95.625,Arunachal Pradesh,16.83,75.94,130.86,233.39,311.03,0.95,3.0,2967.53,32.82,99.99,-0.011499,0,negative
APDA-NEG-01228,2008-08-07,26.5,94.375,Nagaland,0.83,46.16,68.83,137.01,302.75,0.86,2.4,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00082,2015-06-09,28.5,95.625,Arunachal Pradesh,57.27,132.33,191.86,320.68,497.06,0.95,3.0,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-00470,2010-09-20,32.0,78.125,Himachal Pradesh,0.44,31.9,52.88,95.75,187.03,0.81,2.0667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01164,2010-07-19,27.0,94.375,Nagaland,11.96,48.68,120.89,211.82,426.61,0.92,2.8,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-01394,2010-07-21,27.15,88.1,Sikkim,17.74,87.19,185.76,322.88,555.74,0.94,2.9333,2395.93,26.81,256.33,0.013169,0,negative
APDA-NEG-01486,2017-05-20,29.0,79.375,Uttarakhand,1.43,8.59,17.02,19.89,26.44,0.32,-1.2,215.32,0.43,292.55,0.001399,0,negative
