event_id,event_date,latitude,longitude,state,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_15d,rainfall_30d,soil_moisture,soil_moisture_anomaly,elevation,slope,aspect,curvature,landslide,sample_type
APDA-NEG-01005,2015-09-05,25.5,92.5,Meghalaya,3.31,52.35,208.1,296.19,528.75,0.97,3.1333,1063.07,25.33,13.62,-0.014165,0,negative
1097,2009-08-17,29.409,80.133,Uttarakhand,82.16,187.74,243.87,274.09,408.54,0.96,1.0328,1628.06,23.32,175.57,-0.002435,1,positive
14282,2018-09-26,31.706,76.934,Himachal Pradesh,0.0,85.76,184.45,207.87,317.06,0.91,1.8357,748.78,25.78,104.88,0.002022,1,positive
APDA-NEG-01670,2010-07-06,30.5,80.0,Uttarakhand,11.53,40.83,50.16,68.18,74.12,0.63,0.8667,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-01309,2008-08-28,27.15,88.8,Sikkim,7.58,18.56,50.43,171.51,377.21,0.87,2.4667,1594.02,19.03,313.44,-0.001078,0,negative
215,2007-08-28,25.743,93.914,Nagaland,3.08,14.24,39.03,85.52,121.43,0.72,-0.454,459.7,22.37,212.49,0.016258,1,positive
APDA-NEG-00632,2015-03-10,31.5,78.75,Himachal Pradesh,0.0,3.24,4.17,67.01,73.22,0.68,1.2,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00462,2017-04-18,32.0,78.125,Himachal Pradesh,0.0,0.0,0.5,56.69,57.42,0.8,2.0,5347.43,45.52,279.8,-0.005436,0,negative
7366,2015-07-31,32.224,76.337,Himachal Pradesh,2.98,3.13,32.57,154.28,344.43,0.78,0.8669,1571.15,15.29,265.93,-0.004836,1,positive
APDA-NEG-00679,2017-07-02,32.5,76.875,Himachal Pradesh,2.25,10.86,57.03,95.96,123.59,0.82,2.1333,5101.1,32.0,358.76,0.004829,0,negative
2242,2010-08-13,30.852,76.991,Himachal Pradesh,22.11,24.15,62.26,176.31,333.2,0.81,1.0595,1244.78,26.46,36.72,-0.003037,1,positive
APDA-NEG-00891,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00001,2008-06-14,28.0,93.75,Arunachal Pradesh,43.16,80.78,158.3,263.93,407.91,0.88,2.5333,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01578,2017-05-20,29.5,80.625,Uttarakhand,0.81,8.25,17.89,25.97,34.65,0.45,-0.3333,2217.17,32.44,5.59,0.001258,0,negative
6285,2014-09-22,26.159,91.818,Assam,126.76,191.59,231.7,267.93,354.68,0.97,1.8756,60.84,5.97,40.86,-0.001948,1,positive
5290,2013-08-07,32.232,76.304,Himachal Pradesh,11.97,129.07,184.92,212.08,387.86,0.87,1.2394,1633.15,10.95,79.15,-0.000613,1,positive
APDA-NEG-00275,2016-05-18,25.0,90.625,Assam,28.5,111.82,204.33,306.81,426.4,0.86,2.4,9.45,0.41,97.51,-0.000647,0,negative
2415,2010-09-12,25.64,94.111,Nagaland,4.38,6.8,35.08,78.13,181.17,0.89,1.0164,1491.74,24.62,141.07,0.002769,1,positive
APDA-NEG-00701,2018-08-09,32.0,78.125,Himachal Pradesh,4.3,35.11,63.78,126.44,243.44,0.81,2.0667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01383,2016-10-12,28.0,88.75,Sikkim,7.05,17.97,24.05,37.01,113.52,0.89,2.6,5096.07,0.2,324.18,-0.000309,0,negative
APDA-NEG-00840,2017-06-05,24.0,94.375,Manipur,0.02,24.52,77.34,101.15,141.69,0.61,0.7333,308.07,14.0,233.72,-0.007124,0,negative
APDA-NEG-01410,2013-05-08,23.5,91.875,Tripura,33.36,130.11,233.84,266.33,298.85,0.8,2.0,98.63,5.69,26.51,-0.003608,0,negative
5053,2013-07-07,31.967,76.852,Himachal Pradesh,17.96,37.72,46.97,88.81,335.76,0.8,1.3861,1477.19,26.35,283.61,0.005524,1,positive
APDA-NEG-00316,2014-09-22,25.5,90.625,Assam,110.54,208.07,284.09,344.19,495.97,0.99,3.2667,263.81,5.53,161.64,-0.002985,0,negative
4565,2012-09-18,31.023,77.103,Himachal Pradesh,14.44,69.09,128.49,188.57,297.29,0.82,1.1639,1667.78,29.32,182.57,0.002963,1,positive
14392,2018-09-03,32.442,76.535,Himachal Pradesh,12.75,31.48,45.33,133.88,327.0,0.92,1.1333,2100.5,20.74,223.93,-0.006257,1,positive
APDA-NEG-00110,2017-07-05,29.0,96.25,Arunachal Pradesh,11.69,25.48,99.57,160.28,233.97,0.92,2.8,4424.4,28.85,66.8,0.001741,0,negative
APDA-NEG-00874,2017-08-26,24.0,93.75,Manipur,26.32,49.79,64.97,111.64,191.06,0.88,2.5333,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-00501,2012-08-18,32.5,76.875,Himachal Pradesh,12.93,21.14,53.06,91.83,166.2,0.76,1.7333,5101.1,32.0,358.76,0.004829,0,negative
5336,2013-08-16,26.39,94.944,Nagaland,39.28,53.14,98.45,220.68,387.63,0.96,1.2252,524.98,12.59,280.24,-0.000722,1,positive
APDA-NEG-00668,2011-08-07,31.5,78.75,Himachal Pradesh,0.36,15.7,26.23,100.17,210.35,0.84,2.2667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-01399,2018-09-15,27.5,88.125,Sikkim,4.68,19.03,71.84,151.27,313.7,0.94,2.9333,4104.06,56.52,298.77,0.014678,0,negative
11161,2017-06-24,26.664,94.622,Nagaland,30.52,60.12,83.02,164.38,300.55,0.86,1.1698,331.89,7.9,294.21,0.005104,1,positive
APDA-NEG-00653,2017-01-06,32.0,78.125,Himachal Pradesh,16.24,19.11,19.87,21.09,21.32,0.62,0.8,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01003,2015-08-19,25.5,92.5,Meghalaya,35.06,81.02,115.26,202.37,359.49,0.96,3.0667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-00196,2013-05-11,28.0,93.75,Assam,4.66,10.13,28.96,112.43,181.38,0.7,1.3333,576.05,30.81,45.85,0.021021,0,negative
5598,2013-10-11,32.367,77.086,Himachal Pradesh,14.39,14.39,15.33,28.01,44.5,0.85,1.0724,3690.23,27.37,321.15,0.001023,1,positive
APDA-NEG-00445,2010-09-20,32.0,78.125,Himachal Pradesh,0.44,31.9,52.88,95.75,187.03,0.81,2.0667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01819,2017-05-20,31.0,79.375,Uttarakhand,3.77,13.72,19.01,21.37,30.37,0.6,0.6667,5085.99,17.29,81.7,0.00088,0,negative
7286,2015-07-26,31.1,77.175,Himachal Pradesh,9.91,22.71,34.19,218.7,410.92,0.79,1.3611,2116.96,25.35,272.91,0.016045,1,positive
APDA-NEG-01604,2013-07-26,30.5,80.0,Uttarakhand,1.05,15.49,54.13,106.59,195.31,0.82,2.1333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00368,2018-09-26,32.0,78.125,Himachal Pradesh,0.0,54.06,140.28,152.02,221.49,0.9,2.6667,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00261,2015-07-25,28.0,93.75,Assam,1.47,41.51,118.13,192.05,322.62,0.91,2.7333,576.05,30.81,45.85,0.021021,0,negative
5343,2013-08-18,24.763,93.434,Manipur,5.43,24.39,123.53,216.56,336.38,0.92,1.151,677.72,16.88,123.78,0.005948,1,positive
APDA-NEG-01224,2016-06-14,26.0,95.0,Nagaland,1.66,24.13,61.34,101.33,269.76,0.83,2.2,1150.77,10.47,188.47,-0.011555,0,negative
APDA-NEG-01799,2016-08-11,30.5,80.0,Uttarakhand,5.78,25.1,45.54,75.02,197.59,0.76,1.7333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-01057,2010-09-16,23.5,92.5,Mizoram,5.8,40.2,64.0,103.07,242.02,0.87,2.4667,697.5,31.7,35.92,-0.007925,0,negative
10005,2017-07-06,26.11,91.803,Assam,11.94,79.49,169.43,245.24,564.28,0.95,1.7506,63.31,1.04,324.02,-2.7e-05,1,positive
11166,2017-07-09,27.077,93.598,Arunachal Pradesh,89.73,153.24,228.74,445.92,671.15,0.97,2.1188,222.67,3.51,88.38,-0.001755,1,positive
APDA-NEG-01138,2013-06-07,26.5,94.375,Nagaland,10.13,22.61,36.04,69.68,193.4,0.77,1.8,307.93,20.68,270.76,-0.012984,0,negative
5608,2013-10-16,30.535,79.085,Uttarakhand,0.36,0.36,5.43,17.43,55.03,0.83,1.5813,1408.62,21.86,120.94,0.002189,1,positive
8367,2016-07-01,29.8,80.257,Uttarakhand,13.49,19.65,22.43,42.99,81.74,0.63,0.1655,1660.87,21.58,145.56,0.001642,1,positive
APDA-NEG-00929,2017-06-30,24.0,93.75,Manipur,20.24,34.36,70.87,151.2,301.17,0.85,2.3333,938.27,22.91,215.12,-0.015373,0,negative
APDA-NEG-00607,2015-07-26,32.5,76.875,Himachal Pradesh,14.52,24.23,48.77,159.67,294.12,0.91,2.7333,5101.1,32.0,358.76,0.004829,0,negative
2339,2010-08-26,30.365,78.064,Uttarakhand,25.84,104.23,200.19,328.48,692.02,0.96,1.1914,778.81,4.73,280.36,-0.006475,1,positive
APDA-NEG-00577,2014-08-08,33.0,77.5,Himachal Pradesh,3.34,9.37,14.85,44.81,80.26,0.52,0.1333,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-01770,2010-09-19,31.0,79.375,Uttarakhand,29.35,64.94,93.64,145.48,286.26,0.9,2.6667,5085.99,17.29,81.7,0.00088,0,negative
3174,2011-03-05,32.1,77.159,Himachal Pradesh,0.0,2.65,5.7,12.55,48.09,0.68,0.517,1716.2,21.02,232.95,0.013009,1,positive
APDA-NEG-01042,2010-09-13,23.5,92.5,Mizoram,9.93,17.18,36.45,70.49,218.07,0.86,2.4,697.5,31.7,35.92,-0.007925,0,negative
APDA-NEG-00522,2010-09-19,32.0,78.125,Himachal Pradesh,21.77,41.57,55.29,101.82,196.97,0.82,2.1333,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-00556,2012-07-05,31.5,78.75,Himachal Pradesh,0.25,8.12,29.29,49.28,49.61,0.57,0.4667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00322,2016-07-14,25.5,90.625,Assam,13.59,34.3,72.12,297.2,592.82,0.96,3.0667,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00947,2017-09-21,24.5,94.375,Manipur,4.01,44.81,91.64,148.94,234.32,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00724,2017-04-23,33.0,77.5,Himachal Pradesh,4.52,9.22,9.26,9.41,58.77,0.69,1.2667,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-00339,2007-08-12,32.0,78.125,Himachal Pradesh,11.8,20.94,35.95,98.53,131.23,0.65,1.0,5347.43,45.52,279.8,-0.005436,0,negative
APDA-NEG-01838,2013-08-18,30.5,80.0,Uttarakhand,1.94,11.12,42.4,86.81,183.7,0.84,2.2667,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00801,2010-09-16,24.0,94.375,Manipur,8.25,19.85,28.57,61.45,105.17,0.66,1.0667,308.07,14.0,233.72,-0.007124,0,negative
5198,2013-07-25,30.893,78.48,Uttarakhand,1.54,17.56,82.59,167.13,302.54,0.94,1.924,3566.05,31.93,36.43,0.001289,1,positive
APDA-NEG-00420,2018-09-11,31.5,78.75,Himachal Pradesh,3.89,9.56,19.13,36.86,125.71,0.77,1.8,4989.8,15.71,68.13,-0.003931,0,negative
14338,2018-11-21,31.708,77.186,Himachal Pradesh,0.0,0.0,0.27,19.47,41.65,0.72,2.3187,968.11,37.74,26.36,-0.002462,1,positive
APDA-NEG-00171,2010-04-20,25.5,90.625,Assam,17.95,63.08,124.21,150.09,204.32,0.74,1.6,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00979,2014-09-21,25.5,90.625,Meghalaya,58.74,149.12,181.87,240.28,412.63,0.98,3.2,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00625,2015-08-22,31.5,78.75,Himachal Pradesh,8.71,27.46,46.24,73.66,148.65,0.81,2.0667,4989.8,15.71,68.13,-0.003931,0,negative
APDA-NEG-00641,2016-08-09,32.5,78.125,Himachal Pradesh,4.39,13.3,36.62,85.51,136.39,0.68,1.2,5364.12,23.0,184.14,0.001507,0,negative
7215,2015-07-14,32.247,78.037,Himachal Pradesh,0.51,54.34,134.46,199.81,263.48,0.79,1.7914,3654.21,1.8,158.05,-0.000328,1,positive
5271,2013-08-04,26.284,94.581,Nagaland,5.53,15.66,54.81,135.7,307.87,0.87,0.5231,729.23,31.46,195.89,0.003823,1,positive
APDA-NEG-00983,2014-09-24,25.0,90.625,Meghalaya,28.3,128.11,325.08,362.89,443.73,0.97,3.1333,9.45,0.41,97.51,-0.000647,0,negative
2443,2010-09-18,29.604,79.534,Uttarakhand,53.49,131.47,184.77,322.21,700.53,0.98,2.0501,1770.01,25.77,291.16,-0.00011,1,positive
3983,2011-09-23,26.155,91.735,Assam,10.55,36.67,79.84,202.44,249.06,0.93,0.9441,56.08,2.61,65.52,-0.001415,1,positive
APDA-NEG-00220,2013-05-11,26.5,94.375,Assam,12.97,29.95,61.48,158.02,241.03,0.76,1.7333,307.93,20.68,270.76,-0.012984,0,negative
APDA-NEG-00570,2012-08-18,32.5,78.125,Himachal Pradesh,19.11,26.88,50.86,70.19,109.26,0.57,0.4667,5364.12,23.0,184.14,0.001507,0,negative
7111,2015-04-28,30.563,79.577,Uttarakhand,1.06,2.35,2.76,14.89,61.85,0.61,1.4352,1476.77,36.8,268.42,0.016502,1,positive
2290,2010-08-20,30.651,79.026,Uttarakhand,9.65,93.78,116.73,238.53,592.43,0.95,1.002,1983.27,28.46,306.0,0.002773,1,positive
APDA-NEG-01636,2010-08-09,31.0,79.375,Uttarakhand,9.63,23.39,46.77,155.2,219.89,0.77,1.8,5085.99,17.29,81.7,0.00088,0,negative
APDA-NEG-00424,2015-07-26,33.0,77.5,Himachal Pradesh,5.48,8.32,22.33,62.63,148.58,0.67,1.1333,5155.49,22.24,314.26,0.012153,0,negative
APDA-NEG-00623,2015-08-18,32.5,76.875,Himachal Pradesh,13.68,22.68,45.7,92.34,185.17,0.91,2.7333,5101.1,32.0,358.76,0.004829,0,negative
4610,2012-11-11,23.771,92.522,Mizoram,0.0,0.09,28.72,36.13,36.8,0.76,0.3686,77.23,12.82,265.63,0.001327,1,positive
APDA-NEG-00622,2013-07-14,33.0,77.5,Himachal Pradesh,1.37,2.47,27.11,42.45,127.3,0.56,0.4,5155.49,22.24,314.26,0.012153,0,negative
13841,2018-07-30,26.132,94.786,Nagaland,35.49,107.5,190.88,268.39,448.3,0.99,1.4642,1637.73,31.8,40.67,0.003436,1,positive
APDA-NEG-00587,2015-03-10,31.5,78.75,Himachal Pradesh,0.0,3.24,4.17,67.01,73.22,0.68,1.2,4989.8,15.71,68.13,-0.003931,0,negative
11157,2017-07-09,25.731,93.988,Nagaland,13.78,62.66,108.04,197.11,347.35,0.88,2.1405,1176.2,20.39,111.66,-0.006258,1,positive
APDA-NEG-01531,2011-05-31,29.5,78.75,Uttarakhand,2.04,18.78,41.12,52.67,63.34,0.38,-0.8,285.78,7.49,11.54,0.004111,0,negative
1962,2010-06-09,31.099,77.172,Himachal Pradesh,2.39,91.58,101.28,103.01,107.44,0.48,1.3745,2043.4,26.52,311.48,0.003116,1,positive
APDA-NEG-00807,2010-10-08,24.5,94.375,Manipur,81.19,144.74,150.78,174.12,262.99,0.96,3.0667,319.22,17.67,30.12,-0.00491,0,negative
APDA-NEG-00116,2009-08-12,27.0,94.375,Arunachal Pradesh,77.86,125.29,167.69,294.61,471.89,0.95,3.0,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00006,2012-09-19,28.5,95.625,Arunachal Pradesh,44.4,75.07,156.28,255.8,496.22,0.96,3.0667,2215.04,37.28,283.93,-0.000253,0,negative
APDA-NEG-01114,2016-04-19,25.5,94.375,Nagaland,4.15,23.57,47.96,67.94,106.38,0.73,1.5333,1690.52,34.92,313.33,-0.003122,0,negative
APDA-NEG-00153,2007-09-13,28.0,93.75,Assam,1.87,15.91,90.69,300.9,505.89,0.93,2.8667,576.05,30.81,45.85,0.021021,0,negative
13834,2018-12-21,30.517,79.092,Uttarakhand,0.0,0.0,0.0,1.71,1.83,0.44,-0.2931,1299.95,21.51,189.78,0.000705,1,positive
APDA-NEG-01806,2014-07-28,29.0,79.375,Uttarakhand,13.55,41.18,63.77,237.86,319.27,0.67,1.1333,215.32,0.43,292.55,0.001399,0,negative
APDA-NEG-01854,2015-04-30,30.5,80.0,Uttarakhand,0.73,2.86,4.27,11.59,43.1,0.69,1.2667,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-00299,2017-04-04,27.0,94.375,Assam,5.88,45.57,94.02,114.0,161.81,0.7,1.3333,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-00813,2010-10-09,24.0,94.375,Manipur,9.88,106.99,135.99,149.62,221.06,0.8,2.0,308.07,14.0,233.72,-0.007124,0,negative
5421,2013-08-30,26.421,94.973,Nagaland,7.63,44.85,79.68,165.63,350.44,0.94,1.0109,721.41,23.27,355.01,-0.003893,1,positive
APDA-NEG-00254,2011-09-06,25.5,90.625,Assam,11.09,21.72,29.91,79.5,504.67,0.93,2.8667,263.81,5.53,161.64,-0.002985,0,negative
10979,2017-04-04,25.195,93.173,Assam,22.98,113.69,312.64,321.59,372.3,0.91,3.4222,675.03,14.31,211.98,-0.002033,1,positive
APDA-NEG-00203,2012-06-03,25.5,92.5,Assam,64.46,125.52,176.83,229.69,307.67,0.93,2.8667,1063.07,25.33,13.62,-0.014165,0,negative
APDA-NEG-01022,2007-09-11,25.5,90.625,Meghalaya,11.46,38.13,229.23,296.98,439.5,0.97,3.1333,263.81,5.53,161.64,-0.002985,0,negative
2228,2010-08-09,30.679,78.348,Uttarakhand,24.92,62.81,104.28,356.72,524.55,0.92,1.0322,992.93,53.16,14.68,-0.000149,1,positive
APDA-NEG-00633,2016-07-02,32.5,78.125,Himachal Pradesh,8.35,12.55,19.47,27.6,42.09,0.66,1.0667,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-01590,2010-07-29,30.5,77.5,Uttarakhand,15.09,33.51,57.42,195.39,416.26,0.8,2.0,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01615,2013-06-17,30.5,77.5,Uttarakhand,85.1,345.23,468.07,486.3,494.34,0.92,2.8,425.48,0.38,300.89,0.001817,0,negative
4570,2012-09-19,27.846,95.225,Arunachal Pradesh,62.91,108.4,203.85,348.6,632.71,0.98,2.1627,133.87,0.6,1.61,0.000668,1,positive
APDA-NEG-00520,2008-03-17,32.5,76.875,Himachal Pradesh,0.0,0.0,0.7,0.74,2.1,0.61,0.7333,5101.1,32.0,358.76,0.004829,0,negative
9951,2017-07-03,26.106,91.852,Assam,24.58,72.73,109.15,190.58,497.79,0.93,1.4349,187.18,31.4,137.34,0.002365,1,positive
6184,2014-07-28,29.583,80.218,Uttarakhand,34.95,65.07,109.57,364.98,438.22,0.96,1.1523,1562.92,11.81,69.77,0.002859,1,positive
9912,2016-08-29,30.996,78.936,Uttarakhand,1.64,4.33,13.36,44.0,155.65,0.82,-0.2672,3079.1,36.45,336.79,0.002737,1,positive
APDA-NEG-00328,2016-07-14,27.0,94.375,Assam,22.43,46.95,92.36,211.06,387.45,0.89,2.6,86.0,0.0,0.0,0.0,0,negative
APDA-NEG-01613,2013-06-16,29.5,80.625,Uttarakhand,29.07,35.85,67.63,99.87,110.38,0.66,1.0667,2217.17,32.44,5.59,0.001258,0,negative
7384,2015-08-01,23.928,94.091,Manipur,2.09,71.58,85.55,159.45,237.74,0.74,1.7127,926.95,12.87,111.4,0.000767,1,positive
APDA-NEG-01809,2016-10-04,30.5,80.0,Uttarakhand,0.06,0.2,0.41,8.73,28.68,0.58,0.5333,5403.64,16.29,342.16,0.008133,0,negative
APDA-NEG-01100,2010-09-13,23.5,93.125,Mizoram,5.92,10.64,23.16,48.17,130.81,0.75,1.6667,768.55,33.9,313.22,0.007988,0,negative
14194,2018-08-10,30.04,80.314,Uttarakhand,0.96,2.21,41.12,89.7,175.73,0.72,0.5641,1319.44,53.83,292.37,-0.012583,1,positive
APDA-NEG-00963,2007-09-11,26.0,91.25,Meghalaya,1.91,25.47,211.14,312.0,433.13,0.85,2.3333,43.29,0.09,114.93,-0.000208,0,negative
7329,2015-08-18,32.028,77.345,Himachal Pradesh,9.1,18.79,35.94,96.0,186.12,0.84,0.8217,1737.39,37.94,11.51,0.010608,1,positive
10963,2017-06-12,23.335,92.854,Mizoram,71.95,133.8,167.42,341.18,449.57,0.95,2.5904,924.47,26.25,273.81,0.002848,1,positive
APDA-NEG-00766,2007-10-21,25.0,93.125,Manipur,2.38,19.51,65.78,121.83,136.18,0.83,2.2,275.9,30.23,93.66,-0.002097,0,negative
APDA-NEG-01220,2013-08-30,25.5,94.375,Nagaland,3.06,11.47,51.8,99.82,274.91,0.9,2.6667,1690.52,34.92,313.33,-0.003122,0,negative
7628,2015-08-09,31.692,76.51,Himachal Pradesh,2.81,18.91,39.86,68.89,344.1,0.69,0.5032,848.56,23.92,358.95,-0.007507,1,positive
5864,2014-02-12,31.825,77.47,Himachal Pradesh,0.0,0.05,14.98,15.76,70.21,0.77,1.6114,3712.76,33.64,340.93,-0.00021,1,positive
11183,2017-07-10,27.36,88.652,Sikkim,30.79,77.52,116.8,197.88,308.27,0.92,1.8717,2242.42,46.4,345.35,-0.001199,1,positive
7678,2015-08-12,32.197,76.319,Himachal Pradesh,16.56,24.51,54.39,81.14,248.86,0.81,0.6999,1119.35,9.53,322.69,0.009923,1,positive
APDA-NEG-01227,2015-08-19,26.0,93.75,Nagaland,11.15,32.2,50.9,130.49,250.37,0.86,2.4,155.68,5.21,210.16,-0.003056,0,negative
2416,2010-09-12,30.733,78.44,Uttarakhand,13.81,44.47,118.09,303.87,642.93,0.97,1.6221,1437.46,43.79,1.27,0.004055,1,positive
APDA-NEG-00162,2012-06-25,27.0,94.375,Assam,27.26,73.88,128.36,244.48,405.54,0.87,2.4667,86.0,0.0,0.0,0.0,0,negative
10073,2017-04-06,30.504,79.488,Uttarakhand,15.39,35.98,35.98,36.39,63.05,0.66,1.4242,1527.33,25.8,282.3,-0.010516,1,positive
APDA-NEG-00709,2018-08-14,32.5,78.125,Himachal Pradesh,2.85,44.32,62.02,97.84,211.48,0.73,1.5333,5364.12,23.0,184.14,0.001507,0,negative
APDA-NEG-01285,2018-07-30,26.0,93.75,Nagaland,40.19,86.72,139.1,172.58,297.24,0.91,2.7333,155.68,5.21,210.16,-0.003056,0,negative
APDA-NEG-01353,2012-06-03,27.15,88.7632,Sikkim,1.53,17.37,74.39,83.82,127.68,0.51,0.0667,2635.98,24.27,20.83,-0.003513,0,negative
APDA-NEG-01395,2018-09-14,27.5,88.125,Sikkim,8.38,21.73,69.71,149.31,313.1,0.94,2.9333,4104.06,56.52,298.77,0.014678,0,negative
APDA-NEG-00039,2012-06-06,28.0,93.75,Arunachal Pradesh,14.07,47.81,99.45,143.72,285.53,0.78,1.8667,576.05,30.81,45.85,0.021021,0,negative
3806,2011-07-19,27.103,93.688,Arunachal Pradesh,58.61,136.8,253.15,298.1,532.64,0.94,1.5079,150.77,3.37,208.94,0.000197,1,positive
7161,2015-07-11,30.241,78.9,Uttarakhand,66.14,110.05,191.6,280.78,357.11,0.92,1.7951,716.41,49.82,157.63,-0.009261,1,positive
4936,2013-06-17,30.695,79.054,Uttarakhand,92.71,364.97,481.23,506.51,515.94,0.94,2.2192,2790.67,34.65,25.04,-0.006785,1,positive
13724,2019-07-09,25.588,92.023,Meghalaya,150.66,268.65,349.89,698.26,978.24,1.0,1.4557,1251.38,16.52,200.47,-0.000955,1,positive
APDA-NEG-01317,2009-08-20,27.5,88.75,Sikkim,25.26,64.2,97.07,147.33,293.9,0.88,2.5333,3955.2,32.18,303.05,-0.003542,0,negative
3556,2011-05-31,25.156,93.847,Manipur,15.72,45.38,50.95,198.72,265.15,0.84,2.0655,1431.61,32.13,10.48,-0.006137,1,positive
APDA-NEG-00273,2016-05-18,28.0,93.75,Assam,22.54,65.53,98.51,104.24,243.08,0.84,2.2667,576.05,30.81,45.85,0.021021,0,negative
APDA-NEG-01176,2013-08-16,26.0,95.0,Nagaland,32.49,52.19,109.94,214.85,358.38,0.97,3.1333,1150.77,10.47,188.47,-0.011555,0,negative
APDA-NEG-01445,2010-07-06,30.5,77.5,Uttarakhand,31.46,105.54,157.22,221.81,270.98,0.74,1.6,425.48,0.38,300.89,0.001817,0,negative
APDA-NEG-01342,2009-08-20,27.15,88.8,Sikkim,47.06,120.65,200.19,274.7,501.12,0.93,2.8667,1594.02,19.03,313.44,-0.001078,0,negative
APDA-NEG-00928,2007-09-09,24.5,94.375,Manipur,3.76,23.71,75.76,89.31,146.62,0.65,1.0,319.22,17.67,30.12,-0.00491,0,negative
319,2007-10-19,25.438,94.116,Manipur,4.3,5.51,37.4,69.66,83.19,0.74,-0.2361,1513.83,17.39,343.52,-0.000299,1,positive
APDA-NEG-00447,2010-09-20,30.5,76.875,Himachal Pradesh,2.14,51.9,82.17,226.44,385.42,0.88,2.5333,298.08,0.59,195.1,0.000987,0,negative
APDA-NEG-01104,2010-09-13,22.5,93.125,Mizoram,5.13,13.96,29.88,51.74,201.06,0.81,2.0667,448.6,33.09,143.87,-0.000616,0,negative
APDA-NEG-00265,2015-09-01,28.0,93.75,Assam,21.24,88.82,247.97,407.47,583.12,0.97,3.1333,576.05,30.81,45.85,0.021021,0,negative
11403,2018-05-12,23.737,92.752,Mizoram,10.4,64.79,160.62,276.73,450.77,0.84,2.1587,841.53,31.92,111.51,-0.002551,1,positive
2479,2010-09-20,31.57,78.284,Himachal Pradesh,0.39,52.08,87.36,145.27,280.34,0.88,1.8747,2287.7,32.88,220.67,-0.003105,1,positive
APDA-NEG-01493,2010-09-04,29.5,80.625,Uttarakhand,22.77,77.41,118.49,221.57,328.39,0.9,2.6667,2217.17,32.44,5.59,0.001258,0,negative
2539,2010-10-03,28.309,95.415,Arunachal Pradesh,2.35,13.64,31.43,119.95,426.52,0.9,0.5765,1855.45,48.67,283.53,0.017074,1,positive
APDA-NEG-00367,2009-09-10,31.5,78.75,Himachal Pradesh,23.4,50.76,59.75,96.11,130.54,0.79,1.9333,4989.8,15.71,68.13,-0.003931,0,negative
8482,2016-07-02,30.892,77.09,Himachal Pradesh,19.85,34.17,62.34,97.9,153.83,0.54,0.6079,1554.58,37.56,5.41,-0.000284,1,positive
5603,2013-10-14,25.426,94.602,Manipur,0.0,0.04,7.85,60.56,119.96,0.9,1.1425,1326.98,20.5,213.43,0.006571,1,positive
APDA-NEG-00246,2007-08-26,25.5,92.5,Assam,29.61,38.18,61.8,149.79,281.92,0.93,2.8667,1063.07,25.33,13.62,-0.014165,0,negative
4426,2012-06-22,26.123,91.716,Assam,43.46,79.73,89.48,225.09,503.09,0.88,0.863,95.36,28.46,27.47,0.006071,1,positive
APDA-NEG-00289,2016-07-20,25.5,90.625,Assam,24.82,144.23,309.19,389.37,771.49,0.99,3.2667,263.81,5.53,161.64,-0.002985,0,negative
APDA-NEG-00942,2015-08-01,24.5,94.375,Manipur,3.7,100.7,118.29,220.65,329.07,0.87,2.4667,319.22,17.67,30.12,-0.00491,0,negative
6286,2014-09-22,26.104,91.708,Assam,126.76,191.59,231.7,267.93,354.68,0.97,1.8756,53.39,2.83,95.73,0.002008,1,positive
