event_id,event_date,latitude,longitude,state,soil_moisture,soil_moisture_anomaly,soil_moisture_rootzone,soil_moisture_rootzone_anomaly,soil_moisture_anomaly_diff
5214,2013-07-27,31.893,78.63,Himachal Pradesh,0.73,2.1145,0.73,2.8046,0.1698
5290,2013-08-07,32.232,76.304,Himachal Pradesh,0.87,1.2394,0.87,1.4737,0.176
5334,2013-08-16,32.361,77.304,Himachal Pradesh,0.89,1.9692,0.91,2.15,0.1637
5382,2013-08-21,31.538,77.374,Himachal Pradesh,0.96,1.6964,0.99,2.0113,0.1198
5598,2013-10-11,32.367,77.086,Himachal Pradesh,0.85,1.0724,0.85,0.9194,0.0954
5864,2014-02-12,31.825,77.47,Himachal Pradesh,0.77,1.6114,0.74,1.7802,0.1434
7367,2014-08-08,32.224,76.337,Himachal Pradesh,0.64,-0.4138,0.6,-0.6046,-0.0586
6538,2014-08-21,31.522,78.135,Himachal Pradesh,0.71,-0.2938,0.66,-0.277,-0.0307
6552,2014-08-26,31.559,77.928,Himachal Pradesh,0.66,-0.7863,0.63,-0.6219,-0.082
6337,2014-09-10,31.777,76.983,Himachal Pradesh,0.9,0.8124,0.91,0.7913,0.0654
6247,2014-10-15,31.016,77.099,Himachal Pradesh,0.54,-0.0234,0.54,-0.117,-0.0028
6851,2015-03-10,32.561,76.124,Himachal Pradesh,0.83,1.4307,0.82,1.4885,0.1826
7185,2015-04-03,32.293,77.18,Himachal Pradesh,0.85,1.3464,0.86,1.3879,0.1636
14202,2015-04-16,31.499,78.224,Himachal Pradesh,0.76,1.6732,0.68,1.3263,0.2221
7249,2015-07-13,31.085,77.167,Himachal Pradesh,0.82,2.0988,0.73,2.001,0.276
7215,2015-07-14,32.247,78.037,Himachal Pradesh,0.79,1.7914,0.78,2.0283,0.2453
7226,2015-07-18,32.224,76.323,Himachal Pradesh,0.84,1.8715,0.78,1.7844,0.2621
7285,2015-07-26,31.126,77.353,Himachal Pradesh,0.9,0.7618,0.88,0.7868,0.0674
7286,2015-07-26,31.1,77.175,Himachal Pradesh,0.79,1.3611,0.74,1.4422,0.1798
7287,2015-07-26,32.561,76.121,Himachal Pradesh,0.9,1.4618,0.9,1.6441,0.1925
7288,2015-07-26,31.956,77.114,Himachal Pradesh,0.92,1.46,0.93,1.6794,0.1606
7289,2015-07-26,31.709,76.93,Himachal Pradesh,0.86,1.4097,0.83,1.5954,0.1693
7366,2015-07-31,32.224,76.337,Himachal Pradesh,0.78,0.8669,0.76,0.9756,0.1251
7614,2015-08-08,31.803,76.757,Himachal Pradesh,0.92,1.0658,0.93,1.1776,0.0995
7628,2015-08-09,31.692,76.51,Himachal Pradesh,0.69,0.5032,0.66,0.5097,0.0652
7649,2015-08-11,31.324,76.762,Himachal Pradesh,0.83,0.6399,0.82,0.8866,0.0576
7678,2015-08-12,32.197,76.319,Himachal Pradesh,0.81,0.6999,0.77,0.5299,0.0963
7676,2015-08-12,32.176,76.308,Himachal Pradesh,0.81,0.6999,0.77,0.5299,0.0963
7685,2015-08-13,31.776,76.988,Himachal Pradesh,0.91,0.8842,0.93,1.0519,0.0759
7329,2015-08-18,32.028,77.345,Himachal Pradesh,0.84,0.8217,0.83,0.8356,0.0618
7726,2015-08-22,31.037,77.121,Himachal Pradesh,0.83,1.0091,0.79,0.8878,0.1173
9037,2015-12-07,31.682,77.121,Himachal Pradesh,0.49,0.0921,0.51,-0.2809,0.009
9144,2015-12-29,31.466,76.869,Himachal Pradesh,0.5,0.4316,0.52,0.1577,0.0409
8860,2016-06-17,31.512,78.118,Himachal Pradesh,0.66,1.1182,0.65,1.4901,0.1497
8482,2016-07-02,30.892,77.09,Himachal Pradesh,0.54,0.6079,0.48,0.1362,0.0714
9048,2016-07-17,31.501,78.176,Himachal Pradesh,0.8,1.4365,0.71,1.2644,0.161
9216,2016-07-27,30.694,77.427,Himachal Pradesh,0.79,0.5044,0.74,0.3542,0.0614
9264,2016-08-01,31.687,77.104,Himachal Pradesh,0.79,0.5255,0.72,0.1848,0.0585
9852,2016-08-09,31.708,76.933,Himachal Pradesh,0.79,0.2282,0.75,0.1444,0.0208
9859,2016-08-16,31.581,78.413,Himachal Pradesh,0.86,1.2119,0.81,1.3679,0.126
9892,2016-08-21,31.452,78.401,Himachal Pradesh,0.86,1.1344,0.8,1.1474,0.1185
9490,2016-08-30,31.573,77.856,Himachal Pradesh,0.86,1.1686,0.81,1.2453,0.1196
9953,2016-09-02,31.957,77.11,Himachal Pradesh,0.89,0.6152,0.9,0.6004,0.0516
9507,2016-10-03,30.897,77.059,Himachal Pradesh,0.49,-0.8757,0.51,-0.8081,-0.112
10860,2017-01-06,31.056,77.137,Himachal Pradesh,0.4,0.113,0.37,-0.9823,0.0086
10859,2017-01-26,30.875,77.0,Himachal Pradesh,0.62,2.8637,0.48,0.8625,0.2078
10857,2017-02-21,32.007,78.57,Himachal Pradesh,0.46,-0.8811,0.48,-1.422,-0.0463
10856,2017-03-22,31.773,77.305,Himachal Pradesh,0.65,0.178,0.6,-0.1581,0.0178
10858,2017-04-06,31.098,77.152,Himachal Pradesh,0.48,1.3334,0.46,1.0515,0.1314
10855,2017-04-18,31.764,77.292,Himachal Pradesh,0.7,0.8213,0.68,0.839,0.089
10853,2017-04-23,32.361,77.234,Himachal Pradesh,0.76,1.2029,0.75,1.2608,0.1328
10862,2017-04-30,32.307,77.602,Himachal Pradesh,0.76,1.172,0.75,1.1864,0.1382
10854,2017-05-05,32.342,77.222,Himachal Pradesh,0.76,1.1641,0.75,1.1594,0.1424
9707,2017-06-07,30.942,76.801,Himachal Pradesh,0.53,1.9031,0.43,1.0837,0.2413
9840,2017-06-27,31.724,76.937,Himachal Pradesh,0.6,0.7424,0.56,0.4172,0.0942
10025,2017-06-29,32.764,77.283,Himachal Pradesh,0.68,2.1686,0.64,2.0416,0.221
9870,2017-06-29,30.866,76.998,Himachal Pradesh,0.6,1.2984,0.52,0.8305,0.16
9924,2017-07-02,32.262,78.069,Himachal Pradesh,0.71,2.1231,0.69,2.329,0.2699
9925,2017-07-02,32.246,78.066,Himachal Pradesh,0.8,2.0793,0.8,2.3831,0.286
9927,2017-07-02,32.238,78.062,Himachal Pradesh,0.8,2.0793,0.8,2.3831,0.286
9936,2017-07-03,32.306,77.522,Himachal Pradesh,0.76,1.5814,0.74,1.6543,0.1724
14235,2017-08-14,31.914,76.893,Himachal Pradesh,0.88,0.5231,0.89,0.6146,0.0444
12943,2017-08-22,31.498,76.875,Himachal Pradesh,0.83,0.4652,0.8,0.3612,0.0446
13253,2017-08-22,31.102,77.205,Himachal Pradesh,0.93,0.4281,0.94,0.4783,0.0267
10861,2017-09-02,31.103,77.204,Himachal Pradesh,0.95,0.7959,0.96,0.7225,0.0486
13224,2017-12-10,31.411,77.603,Himachal Pradesh,0.56,-0.8331,0.58,-1.0604,-0.067
14164,2018-08-07,31.12,77.359,Himachal Pradesh,0.94,0.8735,0.93,0.7931,0.0584
14113,2018-08-09,32.557,76.129,Himachal Pradesh,0.92,1.1547,0.96,1.3961,0.1512
14179,2018-08-09,32.171,76.419,Himachal Pradesh,0.86,1.1203,0.87,1.387,0.157
14055,2018-08-11,31.343,76.762,Himachal Pradesh,0.81,0.4176,0.79,0.5499,0.0376
14146,2018-08-13,31.425,78.26,Himachal Pradesh,0.92,1.9041,0.87,2.167,0.193
14117,2018-08-13,32.025,76.167,Himachal Pradesh,0.91,1.4133,0.9,1.465,0.1942
14071,2018-08-14,31.055,77.024,Himachal Pradesh,0.84,1.3174,0.85,1.7464,0.1389
14505,2018-08-18,32.061,77.133,Himachal Pradesh,0.93,1.098,0.95,1.1922,0.0886
14483,2018-08-20,31.496,76.234,Himachal Pradesh,0.8,1.0913,0.77,1.1,0.1545
14359,2018-09-01,32.72,76.099,Himachal Pradesh,0.9,0.9463,0.94,1.1276,0.1117
14326,2018-09-02,31.113,77.614,Himachal Pradesh,0.94,0.632,0.96,0.7225,0.0386
14325,2018-09-03,31.108,77.215,Himachal Pradesh,0.95,0.8107,0.97,0.8692,0.0492
14392,2018-09-03,32.442,76.535,Himachal Pradesh,0.92,1.1333,0.95,1.2177,0.1328
14386,2018-09-11,31.103,77.159,Himachal Pradesh,0.86,1.3843,0.86,1.5494,0.1507
14579,2018-09-14,32.227,76.324,Himachal Pradesh,0.89,1.4097,0.91,1.6652,0.1792
13820,2018-09-22,32.22,76.311,Himachal Pradesh,0.88,1.5433,0.87,1.5845,0.1948
14549,2018-09-23,32.557,76.123,Himachal Pradesh,0.97,1.8417,0.98,1.8453,0.2121
14605,2018-09-25,31.41,76.433,Himachal Pradesh,0.88,2.4155,0.9,3.0786,0.3078
14282,2018-09-26,31.706,76.934,Himachal Pradesh,0.91,1.8357,0.94,2.3214,0.1861
14516,2018-09-26,31.467,76.263,Himachal Pradesh,0.87,2.395,0.88,2.9366,0.3035
14598,2018-09-26,32.345,76.521,Himachal Pradesh,0.95,1.7483,0.99,2.0326,0.2016
14569,2018-09-27,31.117,77.575,Himachal Pradesh,0.94,1.4316,0.97,1.6877,0.0833
14489,2018-09-28,31.111,77.606,Himachal Pradesh,0.93,1.3011,0.97,1.7378,0.0764
14125,2018-10-09,31.689,77.279,Himachal Pradesh,0.85,1.0985,0.84,1.1194,0.0918
14116,2018-10-10,31.517,78.269,Himachal Pradesh,0.89,2.5685,0.9,3.2829,0.2411
14079,2018-10-14,30.896,77.005,Himachal Pradesh,0.8,2.0583,0.79,2.2777,0.2522
14338,2018-11-21,31.708,77.186,Himachal Pradesh,0.72,2.3187,0.71,2.9456,0.2094
14295,2018-11-22,32.234,77.189,Himachal Pradesh,0.81,1.5478,0.79,1.6795,0.1423
211,2007-08-26,24.967,93.55,Manipur,0.73,-0.5031,0.71,-0.545,-0.0451
220,2007-08-31,25.133,93.967,Manipur,0.7,-0.7796,0.7,-0.6338,-0.0729
247,2007-09-08,25.06,93.988,Manipur,0.87,1.0512,0.8,0.5107,0.103
252,2007-09-09,25.499,94.119,Manipur,0.79,0.0818,0.76,-0.0663,0.0087
255,2007-09-10,24.245,94.069,Manipur,0.53,-0.1332,0.54,-0.3815,-0.0143
258,2007-09-11,24.428,94.056,Manipur,0.77,0.2411,0.75,0.0983,0.0268
319,2007-10-19,25.438,94.116,Manipur,0.74,-0.2361,0.7,-0.4909,-0.0259
322,2007-10-21,24.75,93.433,Manipur,0.83,0.3669,0.82,0.3031,0.0308
580,2008-06-09,24.66,93.978,Manipur,0.58,-0.7832,0.58,-0.9118,-0.0813
594,2008-06-19,24.934,93.828,Manipur,0.69,-0.2529,0.66,-0.4051,-0.0238
1108,2009-08-20,24.993,93.5,Manipur,0.78,0.0022,0.74,-0.2121,0.0002
1129,2009-08-30,24.863,94.418,Manipur,0.75,0.1714,0.71,-0.0327,0.0205
1596,2010-03-28,24.734,93.916,Manipur,0.52,0.3644,0.51,-0.3646,0.0425
1954,2010-06-07,24.754,93.504,Manipur,0.84,1.8194,0.8,2.1846,0.16
2163,2010-07-29,25.42,94.105,Manipur,0.92,1.4983,0.89,1.3425,0.1566
2166,2010-07-29,24.979,93.503,Manipur,0.92,1.7397,0.88,1.5853,0.1597
2164,2010-07-30,25.31,94.482,Manipur,0.93,1.5801,0.91,1.5081,0.1664
2182,2010-07-31,24.936,93.844,Manipur,0.92,1.7235,0.9,1.7934,0.1605
2253,2010-08-16,25.31,94.483,Manipur,0.9,1.1017,0.89,1.1083,0.1148
2283,2010-08-19,24.896,93.496,Manipur,0.88,1.1229,0.86,1.1297,0.1013
2304,2010-08-21,25.572,94.121,Manipur,0.9,1.1201,0.9,1.1807,0.1127
2324,2010-08-25,24.803,93.623,Manipur,0.86,0.95,0.85,1.0387,0.0843
2343,2010-08-27,25.479,94.133,Manipur,0.91,1.2375,0.9,1.1819,0.1255
2344,2010-08-27,24.751,93.422,Manipur,0.9,0.9191,0.89,0.8604,0.0652
2436,2010-09-16,24.307,93.125,Manipur,0.86,0.8244,0.85,0.7678,0.0792
2566,2010-10-08,25.477,94.135,Manipur,0.98,1.8579,0.95,1.5793,0.2029
2568,2010-10-08,24.768,93.411,Manipur,0.99,2.1193,0.94,1.5985,0.1709
2569,2010-10-08,25.275,94.021,Manipur,0.96,2.4286,0.88,1.8204,0.2143
2570,2010-10-08,24.837,93.913,Manipur,0.98,2.1475,0.92,1.8006,0.2177
2576,2010-10-09,25.479,94.14,Manipur,0.96,1.6706,0.97,1.752,0.1833
2577,2010-10-09,25.527,93.867,Manipur,0.94,2.1942,0.91,2.1842,0.195
2578,2010-10-09,25.318,94.046,Manipur,0.94,2.1942,0.91,2.1842,0.195
3525,2011-05-22,25.067,93.409,Manipur,0.84,1.3227,0.77,0.9658,0.1197
3556,2011-05-31,25.156,93.847,Manipur,0.84,2.0655,0.76,1.8069,0.1748
3560,2011-05-31,24.829,93.594,Manipur,0.84,2.0655,0.76,1.8069,0.1748
3662,2011-06-28,25.036,94.014,Manipur,0.87,1.543,0.83,1.6629,0.1349
3738,2011-07-06,24.806,93.948,Manipur,0.84,1.1331,0.83,1.4931,0.0922
3741,2011-07-07,25.419,94.108,Manipur,0.84,0.9671,0.82,1.1041,0.087
3830,2011-07-22,24.353,94.343,Manipur,0.89,1.7438,0.89,2.17,0.2142
3831,2011-07-22,24.799,93.948,Manipur,0.9,1.5174,0.9,1.8993,0.1376
3840,2011-07-25,24.687,93.916,Manipur,0.91,1.4701,0.93,1.7885,0.1568
3860,2011-07-29,25.419,94.108,Manipur,0.9,1.3069,0.91,1.5259,0.1366
4241,2012-03-04,25.16,93.68,Manipur,0.56,0.571,0.58,0.3198,0.0464
4403,2012-06-10,24.814,93.544,Manipur,0.7,0.1248,0.67,-0.0054,0.0112
4861,2013-05-12,24.993,93.495,Manipur,0.83,2.2765,0.78,2.7167,0.1947
5300,2013-08-09,25.318,94.044,Manipur,0.82,0.8785,0.81,1.2121,0.0723
5427,2013-08-15,25.383,94.188,Manipur,0.91,1.2027,0.93,1.4675,0.126
5343,2013-08-18,24.763,93.434,Manipur,0.92,1.151,0.93,1.3844,0.0822
5430,2013-09-01,24.904,93.487,Manipur,0.88,1.1521,0.88,1.3684,0.1084
5431,2013-09-01,24.983,93.506,Manipur,0.88,1.1521,0.88,1.3684,0.1084
5552,2013-09-24,25.099,94.362,Manipur,0.89,1.2972,0.92,1.6884,0.1623
5603,2013-10-14,25.426,94.602,Manipur,0.9,1.1425,0.91,1.2699,0.126
6945,2015-06-19,25.16,93.686,Manipur,0.68,-0.3333,0.67,-0.2407,-0.0312
7263,2015-07-22,25.448,94.049,Manipur,0.84,1.3821,0.8,1.4288,0.1044
7264,2015-07-22,25.454,93.983,Manipur,0.84,1.3821,0.8,1.4288,0.1044
7265,2015-07-22,25.501,93.985,Manipur,0.84,1.3821,0.8,1.4288,0.1044
7266,2015-07-22,25.51,93.879,Manipur,0.84,1.3821,0.8,1.4288,0.1044
7267,2015-07-22,25.391,94.093,Manipur,0.9,1.3677,0.87,1.2603,0.1368
7279,2015-07-24,24.982,93.514,Manipur,0.91,1.6242,0.87,1.5069,0.1482
7364,2015-07-31,24.819,94.355,Manipur,0.98,2.1714,0.87,1.486,0.2676
7372,2015-08-01,25.063,94.342,Manipur,0.89,1.428,0.89,1.6408,0.1769
7369,2015-08-01,24.199,94.102,Manipur,0.74,1.7127,0.72,2.3019,0.1901
7370,2015-08-01,24.142,94.108,Manipur,0.74,1.7127,0.72,2.3019,0.1901
7371,2015-08-01,23.994,94.057,Manipur,0.86,1.9581,0.86,2.2811,0.2076
7373,2015-08-01,24.911,94.476,Manipur,0.89,1.428,0.89,1.6408,0.1769
7374,2015-08-01,25.112,94.359,Manipur,0.89,1.428,0.89,1.6408,0.1769
7375,2015-08-01,25.194,94.448,Manipur,0.89,1.428,0.89,1.6408,0.1769
7383,2015-08-01,23.899,94.143,Manipur,0.74,1.7127,0.72,2.3019,0.1901
7384,2015-08-01,23.928,94.091,Manipur,0.74,1.7127,0.72,2.3019,0.1901
7385,2015-08-01,24.004,93.982,Manipur,0.86,1.9581,0.86,2.2811,0.2076
7387,2015-08-01,24.954,94.216,Manipur,0.89,1.428,0.89,1.6408,0.1769
7388,2015-08-01,24.416,94.098,Manipur,0.87,1.5219,0.88,1.9446,0.1985
7389,2015-08-01,24.407,94.064,Manipur,0.87,1.5219,0.88,1.9446,0.1985
7390,2015-08-01,24.427,94.191,Manipur,0.87,1.5219,0.88,1.9446,0.1985
7910,2015-08-01,24.348,94.115,Manipur,0.87,1.5219,0.88,1.9446,0.1985
7313,2015-08-01,24.108,94.04,Manipur,0.86,1.9581,0.86,2.2811,0.2076
7664,2015-08-11,24.746,93.425,Manipur,0.94,1.6076,0.96,1.8408,0.151
7665,2015-08-11,24.702,93.529,Manipur,0.92,1.4689,0.95,1.8353,0.1651
7666,2015-08-11,25.102,93.373,Manipur,0.94,1.4481,0.95,1.6985,0.1078
8900,2016-07-07,25.012,94.314,Manipur,0.85,1.392,0.8,1.3359,0.1475
9186,2016-07-25,25.48,94.138,Manipur,0.93,1.6282,0.9,1.4757,0.1671
11150,2017-03-30,24.796,93.724,Manipur,0.86,3.2094,0.67,2.1919,0.3058
11152,2017-04-06,25.083,94.238,Manipur,0.74,2.2084,0.73,3.6129,0.2116
12716,2017-06-05,25.144,93.972,Manipur,0.8,1.4357,0.79,2.14,0.1251
9704,2017-06-13,25.12,94.364,Manipur,0.8,1.4663,0.76,1.7919,0.1559
